,city,company,desc,job_title,skills,state,url,job
0,Oldsmar,LOCKHEED MARTIN CORPORATION,"['successful', 'candidate', 'responsible', 'various', 'duties', 'tasks', 'related', 'rms', 'mission', 'systems', 'instance', 'solumina', 'responsibilities', 'include', 'limited', 'development', 'maintenance', 'application', 'various', 'tiers', 'hardware', 'software', 'overall', 'landscape', 'create', 'update', 'shell', 'scripts', 'alerts', 'baset', 'code', 'create', 'update', 'stored', 'procedures', 'triggers', 'tables', 'etc', 'oraclemonitoring', 'daily', 'weekly', 'batch', 'job', 'completion', 'online', 'status', 'monitor', 'support', 'solumina', 'sap', 'middleware', 'sap', 'pipoperform', 'incident', 'defect', 'analysis', 'resolution', 'working', 'various', 'users', 'support', 'teams', 'base', 'vendor', 'maintenance', 'system', 'visio', 'diagrams', 'landscape', 'functionality', 'monitoring', 'resolution', 'system', 'scan', 'vulnerabilities', 'end', 'user', 'administration', 'support', 'position', 'may', 'expose', 'candidate', 'export', 'controlled', 'information', 'therefore', 'must', 'us', 'citizen', 'basic', 'qualifications', 'knowledge', 'experience', 'one', 'follow', 'solumina', 'tom', 'cat', 'active', 'mq', 'jvm', 'ldap', 'apache', 'mule', 'sqldemonstrated', 'analytical', 'problem', 'solving', 'skills', 'seasoned', 'selfstarter', 'capability', 'work', 'virtual', 'teams', 'ms', 'office', 'suite', 'experience', 'desired', 'skills', 'technical', 'knowledge', 'solumina', 'application', 'landscape', 'experience', 'developing', 'andor', 'maintaining', 'application', 'interfaces', 'knowledge', 'sap', 'pipoknowledge', 'citrix', 'knowledge', 'ms', 'visiodemonstrated', 'organizational', 'skills', 'strong', 'communication', 'skills', 'interpersonal', 'team', 'oral', 'written', 'basic', 'qualifications', 'job', 'qualifications', 'lockheed', 'martin', 'equal', 'opportunity', 'affirmative', 'action', 'employer', 'qualified', 'applicants', 'receive', 'consideration', 'employment', 'without', 'regard', 'race', 'color', 'religion', 'sex', 'pregnancy', 'sexual', 'orientation', 'gender', 'identity', 'national', 'origin', 'age', 'protected', 'veteran', 'status', 'disability', 'status', 'leading', 'technology', 'innovation', 'company', 'lockheed', 'martin’s', 'vast', 'team', 'works', 'partners', 'around', 'world', 'bring', 'proven', 'performance', 'customers’', 'toughest', 'challenges', 'lockheed', 'martin', 'employees', 'based', 'many', 'states', 'throughout', 'us', 'internationally', 'business', 'locations', 'many', 'nations', 'territories', 'join', 'us', 'lockheed', 'martin', 'we’re', 'engineering', 'better', 'tomorrow', 'experience', 'level', 'experienced', 'professional']",Sofware Engineer,[],FL,https://www.indeed.com/rc/clk?jk=0ae805f1a7b46ff3&fccid=aeb15e43a6800b9d&vjs=3,Sofware Engineer
1,Redmond,HCL America Inc.,"['60000', 'year', 'job', 'title', 'junior', 'software', 'engineer', 'location', 'redmond', 'wasalary', '60k', 'benefits', 'role', 'description', 'hcl', 'america', 'looking', 'talented', 'net', 'developers', 'join', 'team', 'redmond', 'washington', 'particular', 'role', 'looking', 'computer', 'science', 'graduates', '05', 'years', 'experience', 'working', 'data', 'structures', 'oops', 'concepts', 'c', 'sqlrequired', 'experience', 'strong', 'programming', 'foundation', 'bachelors', 'masters', 'computer', 'science', 'related', 'field', 'excellent', 'data', 'structures', 'excellent', 'oops', 'concept', 'strong', 'csqlexcellent', 'communication', 'skills', 'strong', 'problem', 'solving', 'skills', 'flexible', 'work', 'variety', 'projects', 'nice', 'experience', 'previous', 'experience', 'working', 'industry', 'project', 'using', 'microsoft', 'technologies', 'like', 'c', 'azure', 'mvc', 'angular', 'jsabout', 'hcl', 'hcl', 'opened', 'first', 'us', 'office', '1989', 'sunnyvale', 'california', 'vision', 'part', 'growth', 'advancement', 'country’s', 'technology', 'industry', 'since', 'time', 'hcl', 'expanded', 'across', '21', 'states', 'form', 'workforce', 'involved', 'highend', 'engineering', 'technology', 'development', 'projects', 'shape', 'future', 'business', 'services', 'provider', 'hcl', 'provides', 'custom', 'software', 'development', 'product', 'engineering', 'consulting', 'services', 'fortune', '1000', 'companies', 'variety', 'industries', 'hcl', '67', 'billion', 'services', 'company', '111092', 'professionals', 'operating', 'across', '31', 'countries', 'growing', '14', 'yoy', 'revenues', 'around', '10000', 'employees', 'us', 'hcl', 'america', 'inc', 'branch', 'hclplease', 'follow', 'link', 'know', 'httpswwwhcltechcomgeopresenceunitedstates', 'job', 'type', 'fulltime', 'salary', '6000000', 'year', 'education', 'bachelors', 'preferred', 'location', 'redmond', 'wa', 'required']",Junior Sofware Engineer,[],WA,https://www.indeed.com/company/HCL-Technologies/jobs/Junior-Sofware-Engineer-1ccfbae8f6296198?fccid=92a79710d9899fa9&vjs=3,Sofware Engineer
2,Wilmington,JP Morgan Chase,"['consumer', 'community', 'banking', 'group', 'depends', 'innovators', 'like', 'serve', 'nearly', '66', 'million', 'consumers', '4', 'million', 'small', 'businesses', 'municipalities', 'nonprofits', 'you’ll', 'support', 'delivery', 'award', 'winning', 'tools', 'services', 'cover', 'everything', 'personal', 'small', 'business', 'banking', 'well', 'lending', 'mortgages', 'credit', 'cards', 'payments', 'auto', 'finance', 'investment', 'advice', 'group', 'also', 'focused', 'developing', 'delivering', 'cutting', 'edged', 'mobile', 'applications', 'digital', 'experiences', 'next', 'generation', 'banking', 'technology', 'solutions', 'better', 'serve', 'clients', 'customers', 'performance', 'engineer', 'part', 'core', 'services', 'performance', 'assurance', 'tower', 'ipm', 'tower', 'engineer', 'responsible', 'delivering', 'performance', 'testing', 'certification', 'servicing', 'applications', 'need', 'familiar', 'concepts', 'performance', 'engineering', 'validation', 'right', 'candidate', 'also', 'help', 'modernize', 'performance', 'testing', 'services', 'pe', 'engineer', 'also', 'work', 'bringing', 'continuous', 'performance', 'testing', 'development', 'teams', 'candidate', 'take', 'active', 'partnering', 'role', 'developers', 'become', 'pe', 'automation', 'experts', 'enable', 'test', 'harnesses', 'support', 'cicd', 'process', 'needed', 'engineer', 'replace', 'downstream', 'services', 'mocks', 'allow', 'frequent', 'independent', 'testing', 'role', 'requires', 'wide', 'variety', 'strengths', 'capabilities', 'including', 'advanced', 'knowledge', 'application', 'data', 'infrastructure', 'architecture', 'disciplines', 'understanding', 'architecture', 'design', 'across', 'systems', 'working', 'proficiency', 'developmental', 'toolsets', 'ability', 'collaborate', 'highperforming', 'teams', 'individuals', 'throughout', 'firm', 'accomplish', 'common', 'goals', 'proficiency', 'one', 'general', 'purpose', 'programming', 'languages', 'understanding', 'software', 'skills', 'business', 'analysis', 'development', 'maintenance', 'software', 'improvement', '3', 'years', 'experience', 'either', 'hp', 'load', 'runner', 'performance', 'center', 'performance', 'testing', 'suite', 'jmeter', 'similar', 'loadtesting', 'tool', 'developing', 'vu', 'gen', 'jmeter', 'scripts', 'performance', 'testing', '3', 'years', 'experience', 'setting', 'test', 'models', 'using', 'load', 'runner', 'pcjmeter', '3', 'years', 'experience', 'developing', 'performance', 'test', 'plans', 'performance', 'test', 'scenarios', 'using', 'requirements', 'design', 'documents', 'specifying', 'testing', 'overview', 'approach', 'strategy', 'scope', 'architecture', 'environment', 'roles', 'responsibilities', 'work', 'jpmorgan', 'chase', 'co', 'you’re', 'working', 'global', 'financial', 'institution', 'you’re', 'integral', 'part', 'one', 'world’s', 'biggest', 'tech', 'companies', '14', 'technology', 'hubs', 'worldwide', 'team', '40000', 'technologists', 'design', 'build', 'deploy', 'everything', 'enterprise', 'technology', 'initiatives', 'big', 'data', 'mobile', 'solutions', 'well', 'innovations', 'electronic', 'payments', 'cybersecurity', 'machine', 'learning', 'cloud', 'development', '95b', 'annual', 'investment', 'technology', 'enables', 'us', 'hire', 'people', 'create', 'innovative', 'solutions', 'transform', 'financial', 'services', 'industry', 'also', 'change', 'world', 'jpmorgan', 'chase', 'co', 'value', 'unique', 'skills', 'every', 'employee', 'we’re', 'building', 'technology', 'organization', 'thrives', 'diversity', 'encourage', 'professional', 'growth', 'career', 'development', 'offer', 'competitive', 'benefits', 'compensation', 'you’re', 'looking', 'build', 'career', 'part', 'global', 'technology', 'team', 'tackling', 'big', 'challenges', 'impact', 'lives', 'people', 'companies', 'around', 'world', 'want', 'meet']",Sofware Engineer (Performance Assurance),[],DE,https://www.indeed.com/rc/clk?jk=3e153215f8bb9171&fccid=c46d0116f6e69eae&vjs=3,Sofware Engineer
3,Langhorne,TPG Telemanagement,"['tpg', 'tele', 'management', 'inc', 'seeking', 'experienced', 'software', 'engineer', 'candidate', 'experience', 'developing', 'businessoriented', 'applications', 'integrating', 'ibm', 'watson', 'position', 'reports', 'vp', 'product', 'development', 'located', 'langhorne', 'pa', 'facility', 'looking', 'professional', 'takecharge', 'customer', 'service', 'oriented', 'individual', 'join', 'team', 'make', 'immediate', 'difference', 'required', 'qualifications', '3', '5', 'years', 'relevant', 'professional', 'experience', '4', 'year', 'degree', 'computer', 'science', 'related', 'course', 'study', 'must', 'technical', 'creative', 'detailoriented', 'strong', 'team', 'player', 'ability', 'work', 'fast', 'paced', 'rapidly', 'changing', 'environment', 'strong', 'written', 'verbal', 'communication', 'skills', 'must', '2', 'years', 'ibm', 'watson', 'experience', 'must', '2', 'years', 'developing', 'c', 'must', '2', 'years', 'ms', 'server', 'experience', 'must', 'able', 'create', 'modify', 'databases', 'tables', 'views', 'stored', 'procedures', 'able', 'work', 'independently', 'creatively', 'minimal', 'supervision', 'also', 'part', 'team', 'experience', 'iis', 'preferred', 'bonus', 'qualifications', 'experience', 'working', 'security', 'conscious', 'environment', 'job', 'type', 'fulltime', 'job', 'type', 'fulltime', 'experienceengineering', '3', 'years', 'preferred', 'work', 'authorization', 'united', 'states', 'preferred']",Sofware Engineer (IBM Watson experience),['sql'],PA,https://www.indeed.com/company/TPG-Telemanagement/jobs/Sofware-Engineer-833c2f26d313c501?fccid=073d1e174d433536&vjs=3,Sofware Engineer
4,Boston,Fidelity Investments,"['expertise', 'we’re', 'looking', 'bachelors', 'degree', 'computer', 'science', 'equivalent', '2', 'years', 'software', 'development', 'experience', 'building', 'web', 'applications', 'purpose', 'role', 'hooli', 'team', 'within', 'fidelity', 'wealth', 'technologies', 'organization', 'looking', 'dynamic', 'software', 'engineer', 'develop', 'new', 'products', 'services', 'using', 'latest', 'web', 'cloud', 'technologies', 'deliver', 'business', 'value', 'fast', 'skills', 'bring', 'experience', 'developing', 'cloudhosted', 'responsive', 'single', 'page', 'web', 'applications', 'using', 'script', 'html5', 'css3', 'proficiency', 'clientside', 'script', 'frameworks', 'preferably', 'react', 'redux', 'serverside', 'frameworks', 'preferably', 'spring', 'framework', 'databases', 'able', 'integrate', 'managing', 'apis', 'exposing', 'microservices', 'rest', 'soap', 'including', 'development', 'support', 'script', 'services', 'familiarity', 'eventbased', 'system', 'engagement', 'architectures', 'experience', 'working', 'agile', 'methodologies', 'scrum', 'lean', 'startup', 'xp', 'crossfunctional', 'teams', 'product', 'owners', 'scrum', 'masters', 'developers', 'designers', 'business', 'analysts', 'familiarity', 'cicd', 'process', 'tools', 'testing', 'frameworks', 'practices', 'preferably', 'git', 'jenkins', 'cicd', 'cucumber', 'selenium', 'etc', 'ideally', 'familiar', 'design', 'thinking', 'behavior', 'test', 'driven', 'development', 'familiarity', 'testandlearn', 'approaches', 'using', 'web', 'customer', 'analytics', 'data', 'understand', 'drives', 'hypothesesbased', 'development', 'value', 'deliver', 'designing', 'developing', 'enterprise', 'applications', 'rapidly', 'develop', 'enterprise', 'software', 'based', 'requirement', 'documents', 'prototypes', 'verbal', 'requirements', 'working', 'across', 'peer', 'groups', 'resolve', 'understand', 'technicaldesign', 'issues', 'learning', 'adopting', 'new', 'concepts', 'technologies', 'quickly', 'implement', 'effectively', 'projects', 'providing', 'technical', 'assistance', 'colleagues', 'team', 'fostering', 'innovation', 'research', 'conducts', 'studies', 'alternatives', 'analyzing', 'recommending', 'changes', 'project', 'developmental', 'policies', 'procedures', 'standards', 'development', 'strategies', 'work', 'impacts', 'organization', 'part', 'technology', 'team', 'deliver', 'new', 'innovative', 'features', 'capabilities', 'customers', 'across', 'innovation', 'development', 'portfolios', 'team', 'delivering', 'innovative', 'solutions', 'provide', 'customers', 'services', 'desire', 'secure', 'manner', 'fwt', 'hooli', 'group', 'driving', 'multiple', 'solutions', 'enable', 'secure', 'sharing', 'data', 'management', 'full', 'view', 'product', 'vitality', 'opportunities', 'fidelity', 'company', 'overview', 'fidelity', 'focused', 'making', 'financial', 'expertise', 'broadly', 'accessible', 'effective', 'helping', 'people', 'live', 'lives', 'want', 'privately', 'held', 'company', 'places', 'high', 'degree', 'value', 'creating', 'nurturing', 'work', 'environment', 'attracts', 'best', 'talent', 'reflects', 'commitment', 'associates', 'information', 'working', 'fidelity', 'visit', 'fidelity', 'careerscom', 'fidelity', 'investments', 'equal', 'opportunity', 'employer']",Sofware Engineer (DevOps),"['aws', 'java']",MA,https://www.indeed.com/rc/clk?jk=c62f56373cddda3d&fccid=deb234f9dd3edcea&vjs=3,Sofware Engineer
5,Orange,Word & Brown Companies,"['essential', 'functions', 'build', 'deliver', 'software', 'solutions', 'demonstrably', 'provide', 'business', 'value', 'supporting', 'right', 'blend', 'people', 'process', 'technology', 'develop', 'support', 'maintain', 'application', 'software', 'including', 'frontend', 'business', 'layer', 'data', 'layer', 'systems', 'integrations', 'follow', 'modern', 'development', 'best', 'practices', 'focus', 'technical', 'rigor', 'directly', 'supports', 'business', 'functions', 'promote', 'adhere', 'definition', 'done', 'solutions', 'stay', 'current', 'new', 'technologies', 'identifying', 'advocating', 'targeted', 'use', 'emergent', 'technologies', 'partner', 'collaborate', 'project', 'management', 'business', 'analysis', 'teams', 'align', 'business', 'requirements', 'delivery', 'expectations', 'collaborate', 'qa', 'team', 'develop', 'test', 'plans', 'remediate', 'issues', 'discovered', 'ensure', 'asbuilt', 'technical', 'documentation', 'captured', 'mentor', 'review', 'work', 'junior', 'developers', 'ensure', 'solutions', 'appropriate', 'standards', 'followed', 'assist', 'driving', 'teams', 'follow', 'process', 'meet', 'delivery', 'goals', 'knowledge', 'skills', 'abilities', 'technical', 'skills', 'experience', 'c', 'server', '2008201220142016experience', 'web', 'technologies', 'html5', 'script', 'css', 'angular', 'familiarity', 'writing', 'unit', 'tests', 'demonstrated', 'familiarity', '“culture', 'dev', 'ops”understanding', 'enterprise', 'design', 'patterns', 'practices', 'experience', 'familiarity', 'pick', 'universe', 'technology', 'stack', 'huge', 'plus', 'microsoft', 'development', 'database', 'certifications', 'plus', 'skills', 'ability', 'maintain', 'focus', 'environment', 'rapidly', 'changing', 'priorities', 'stellar', 'interpersonal', 'communication', 'skills', 'education', 'experience', 'requirements5', 'years', 'handson', 'web', 'application', 'development', 'role', 'history', 'providing', 'technical', 'leadership', 'junior', 'developers', 'bachelor’s', 'degree', 'related', 'field', 'equivalent', 'experience', 'health', 'insurance', 'industry', 'andor', 'regulation', 'driven', 'hipaa', 'phi', 'pii', 'etc', 'development', 'experience', 'plus', 'work', 'ethic', 'exhibit', 'customerfocused', 'attitude', 'ability', 'work', 'proactively', 'efficiently', 'appropriate', 'sense', 'urgency', 'show', 'ability', 'work', 'independently', 'collaboratively', 'meet', 'deadlines', 'without', 'compromising', 'quality', 'actively', 'engage', 'receptive', 'receiving', 'diverse', 'opinions', 'reach', 'common', 'agreement', 'complete', 'deliverables', 'high', 'degree', 'thoroughness', 'quality', 'accuracy', 'promote', 'culture', 'trust', 'relationships', 'clients', 'coworkers', 'supervisors', 'physical', 'requirements', 'must', 'able', 'sit', 'stand', 'extended', 'periods', 'time', 'occasional', 'walking', 'must', 'able', 'communicate', 'facetoface', 'phone', 'without', 'reasonable', 'accommodation', 'vision', 'requirements', 'include', 'close', 'vision', 'ability', 'adjust', 'focus', 'must', 'able', 'use', 'keyboard', 'office', 'equipment', 'working', 'environment', 'stable', 'noise', 'level', 'moderate', 'must', 'able', 'work', 'extended', 'hours', 'including', 'evenings', 'weekends', 'required', 'oncall', 'availability', 'needed', 'job', 'type', 'fulltime']",Sr. .Net Sofware Engineer,"['java', 'sql']",CA,https://www.indeed.com/company/Word-&-Brown-Companies/jobs/Senior-Net-Sofware-Engineer-fedb125067616155?fccid=d9a5b0c0eadf615c&vjs=3,Sofware Engineer
6,Melbourne,Northrop Grumman,"['temporary', 'northrop', 'grumman', 'employees', 'incredible', 'opportunities', 'work', 'revolutionary', 'systems', 'air', 'space', 'impact', 'peoples', 'lives', 'around', 'world', 'today', 'generations', 'come', 'work', 'preserves', 'freedom', 'democracy', 'advances', 'human', 'discovery', 'understanding', 'universe', 'look', 'people', 'bold', 'new', 'ideas', 'courage', 'pioneering', 'spirit', 'join', 'forces', 'invent', 'future', 'lot', 'fun', 'along', 'way', 'culture', 'thrives', 'intellectual', 'curiosity', 'cognitive', 'diversity', 'bringing', 'whole', 'self', 'work', 'insatiable', 'drive', 'others', 'think', 'impossible', 'employees', 'part', 'history', 'theyre', 'making', 'history', 'northrop', 'grumman', 'aerospace', 'systems', 'opening', 'software', 'engineer', '2', 'join', 'team', 'qualified', 'diverse', 'individuals', 'supporting', 'e2d', 'multipleprograms', 'located', 'melbourne', 'florida', 'essential', 'functions', 'full', 'lifecycle', 'design', 'implementation', 'unit', 'testing', 'software', 'work', 'various', 'sub', 'teams', 'integrate', 'functionality', 'ipts', 'actively', 'participate', 'code', 'reviews', 'develop', 'sw', 'products', 'phases', 'sw', 'life', 'cycle', 'contingency', 'candidate', 'must', 'hold', 'minimum', 'active', 'interim', 'secret', 'secret', 'level', 'clearance', 'start', 'ability', 'obtain', 'full', 'secret', 'level', 'clearance', 'program', 'access', 'sfwas', 'meleng', 'basic', 'qualifications', 'bachelors', 'degree', 'science', 'technology', 'engineering', 'mathematics', 'stem', 'discipline', 'accredited', 'university', '2', 'years', 'software', 'engineering', 'experience', 'masters', 'degree', 'science', 'technology', 'engineering', 'mathematics', 'stem', 'discipline', 'accredited', 'university', 'experience', 'developing', 'software', 'writing', 'code', 'cc', 'object', 'oriented', 'programming', 'languages', 'active', 'interim', 'secret', 'secret', 'level', 'clearance', 'preferred', 'qualifications', 'rhel', 'red', 'hat', 'enterprise', 'linux', 'microsoft', 'windows', 'development', 'experience', 'experience', 'computer', 'graphics', 'gui', 'frameworks', 'experience', 'agile', 'development', 'experience', 'open', 'gl', 'experience', 'developing', 'software', 'writing', 'code', 'c', 'ada', 'familiar', 'atlassian', 'tool', 'suite', 'addons', 'like', 'git', 'confluence', 'familiar', 'agile', 'sw', 'development', 'process', 'northrop', 'grumman', 'committed', 'hiring', 'retaining', 'diverse', 'workforce', 'proud', 'equal', 'opportunity', 'affirmative', 'action', 'employer', 'making', 'decisions', 'without', 'regard', 'race', 'color', 'religion', 'creed', 'sex', 'sexual', 'orientation', 'gender', 'identity', 'marital', 'status', 'national', 'origin', 'age', 'veteran', 'status', 'disability', 'protected', 'class', 'complete', 'eeoaa', 'pay', 'transparency', 'statement', 'please', 'visit', 'wwwnorthropgrummancom', 'eeo', 'us', 'citizenship', 'required', 'positions']",Sofware Engineer 2 - Interim Secret,[],FL,https://www.indeed.com/rc/clk?jk=6c39b9dd0d90dc5d&fccid=11619ce0d3c2c733&vjs=3,Sofware Engineer
7,San Diego,D&K Engineering,"['job', 'description', 'dk', 'engineering', 'looking', 'software', 'engineers', 'regular', 'fulltime', 'position', 'san', 'diego', 'position', 'summary', 'analyzes', 'designs', 'develops', 'debugs', 'software', 'applications', 'running', 'variety', 'systems', 'hardware', 'products', 'interfaces', 'clients', 'assist', 'gathering', 'documenting', 'software', 'requirements', 'develops', 'software', 'based', 'derived', 'requirements', 'use', 'cases', 'develops', 'rapid', 'prototype', 'software', 'firmware', 'order', 'control', 'evaluate', 'electrical', 'mechanical', 'prototype', 'builds', 'performs', 'rootcause', 'failure', 'analysis', 'debugs', 'enhances', 'existing', 'software', 'firmware', 'applications', 'supports', 'personnel', 'preparation', 'product', 'verification', 'field', 'testing', 'new', 'product', 'transition', 'manufacturing', 'essential', 'functions', 'primary', 'responsibilities', 'may', 'include', 'limited', 'uses', 'technical', 'requirements', 'create', 'high', 'quality', 'software', 'andor', 'firmware', 'solutions', 'embedded', 'microcontroller', 'desktop', 'mobile', 'andor', 'cloud', 'platforms', 'interfaces', 'engineering', 'disciplines', '–', 'ee', 'systems', 'discusses', 'technical', 'challenges', 'manager', 'client', 'develops', 'highly', 'reliable', 'software', 'andor', 'firmware', 'suitable', 'production', 'employing', 'design', 'reviews', 'code', 'reviews', 'pair', 'programming', 'product', 'verification', 'validation', 'helps', 'defining', 'documenting', 'product', 'user', 'interface', 'requirements', 'performs', 'feasibility', 'studies', 'performs', 'design', 'reviews', 'accordance', 'project', 'company', 'standards', 'investigates', 'evaluates', 'software', 'technologies', 'needed', 'open', 'source', 'private', 'domain', 'achieve', 'product', 'objectives', 'uses', 'appropriate', 'software', 'development', 'methods', 'techniques', 'develops', 'rapid', 'prototype', 'software', 'firmware', 'test', 'early', 'bread', 'boards', 'solves', 'complex', 'problems', 'manner', 'meets', 'program', 'needs', 'eg', 'within', 'schedule', 'assists', 'developing', 'verification', 'protocols', 'test', 'harnesses', 'validation', 'assists', 'transition', 'product', 'designs', 'rd', 'manufacturing', 'performs', 'duties', 'assigned', 'required', 'experience', 'education', 'experience', 'skills', 'abilities', 'required', 'experience', 'knowledge', 'job', 'complexity', 'supervision', 'typically', 'requires', 'minimum', '03', 'years', 'related', 'experience', 'bachelor’s', 'degree', '02', 'years', 'master’s', 'degree', 'equivalent', 'experience', 'essential', 'knowledge', 'skills', 'abilities', 'excellent', 'grasp', 'software', 'development', 'coding', 'principles', 'depth', 'andor', 'breadth', 'languages', 'outstanding', 'productivity', 'mainstream', 'language', 'eg', 'c', 'c', 'knowledge', 'effective', 'application', 'diverse', 'set', 'software', 'technologies', 'eg', 'ood', '–', 'object', 'oriented', 'design', 'c', 'c', 'c', 'web', 'technology', 'communication', 'connectivity', 'protocols', '–', 'usb', 'tcpip', 'wireless', 'rtos', 'embedded', 'os', 'open', 'source', 'tools', 'msft', 'tool', 'set', 'knowledge', 'use', 'variety', 'software', 'tools', 'ides', 'build', 'platforms', 'debug', 'methods', 'technically', 'strong', 'enough', 'pick', 'variety', 'tools', 'rapidly', 'become', 'effective', 'grasp', 'purpose', 'use', 'configuration', 'management', 'relates', 'sw', 'development', 'excellent', 'attention', 'details', 'excellent', 'interpersonal', 'skills', 'collaboration', 'teamwork', 'internally', 'clients', 'excellent', 'communication', 'presentation', 'skills', 'written', 'oral', 'able', 'apply', 'requirements', 'specifications', 'architecture', 'document', 'write', 'software', 'understanding', 'common', 'software', 'development', 'methods', 'ie', 'waterfall', 'agile', 'extreme', 'code', 'reviews', 'reuse', 'leverage', 'able', 'adapt', 'methods', 'effective', 'results', 'clear', 'command', 'connect', 'software', 'test', 'unit', 'adhoc', 'system', 'verification', 'testing', 'evaluations', 'static', 'analysis', 'basic', 'office', 'skills', 'equipment', 'pc', 'scanners', 'facsimile', 'machine', 'voice', 'mail', 'email', 'systems', 'common', 'office', 'machines', 'ability', 'trained', 'software', 'knowledge', 'windows', 'ms', 'office', 'word', 'access', 'power', 'point', 'effort', 'required', 'physical', 'activities', 'continuous', 'basis', 'sit', 'desk', 'long', 'period', 'time', 'write', 'use', 'keyboard', 'communicate', 'written', 'oral', 'means', 'intermittently', 'answer', 'telephone', 'walking', 'lifting', '20', 'lbs', 'may', 'required', 'noise', 'level', 'work', 'environment', 'usually', 'moderate', 'physical', 'demands', 'described', 'representative', 'must', 'met', 'employee', 'successfully', 'perform', 'essential', 'functions', 'job', 'reasonable', 'accommodations', 'may', 'made', 'enable', 'individuals', 'disabilities', 'perform', 'essential', 'functions', 'travel', 'position', 'may', 'require', 'travel', 'domestic', 'international', 'keyword', 'senior', 'sofware', 'engineer', 'level', 'iii', 'dk', 'engineering']",Software Engineer,['excel'],CA,https://www.indeed.com/rc/clk?jk=3687b7cdd09607a3&fccid=8d357d2c06ba1d3b&vjs=3,Sofware Engineer
8,South Jordan,"Productive Data Solutions, Inc.","['pds', 'immediate', 'opening', 'principle', 'engineer', 'overview', 'company', 'client', 'leading', 'provider', 'risk', 'asset', 'management', 'software', 'services', 'automotive', 'property', 'marketplace', 'including', 'global', 'pc', 'insurance', 'industry', 'position', 'member', 'software', 'engineering', 'team', 'senior', 'software', 'engineer', 'implement', 'maintain', 'automotive', 'software', 'systems', 'accordance', 'established', 'standards', 'processes', 'actively', 'participate', 'design', 'development', 'implementation', 'new', 'existing', 'systems', 'features', 'delivering', 'high', 'quality', 'solutions', 'time', 'within', 'budget', 'strong', 'background', 'developing', 'web', 'based', 'client', 'server', 'solutions', 'required', 'team', 'focused', 'creating', 'software', 'improving', 'automotive', 'purchases', 'repairs', 'group', 'focusing', 'mobile', 'productivity', 'application', 'successful', 'marketplace', 'years', 'adding', 'cool', 'new', 'features', 'services', 'dealership', 'repair', 'shop', 'clients', 'great', 'time', 'join', 'team', 'new', 'generation', 'software', 'created', 'responsibilities', 'essential', 'duties', 'responsibilities', 'fullstack', 'software', 'developer', 'background', 'architectural', 'experience', 'jump', 'role', 'software', 'development', 'lifecycle', 'including', 'limited', 'backend', 'frontend', 'architecture', 'devops', 'qa', 'technical', 'leader', 'comfortable', 'switching', 'management', 'handson', 'modes', 'deep', 'understanding', 'entire', 'software', 'development', 'lifecycle', 'strong', 'experience', 'net', 'stack', 'strong', 'experience', 'web', 'application', 'development', 'strong', 'experience', 'microservice', 'design', 'strong', 'experience', 'modern', 'developmentdevopsdeployment', 'toolchains', 'qualifications', 'education', 'skills', 'experience', 'minimum', 'ten', '10', 'years', 'experience', 'microsoft', 'technologies', 'including', 'aspnet', 'cnet', '5', 'years', 'professional', 'experience', 'complementary', 'technologies', 'used', 'developing', 'applications', 'including', 'script', 'json', 'jquery', 'ajax', 'xml', 'proficiency', 'frameworks', 'angular', 'js', '1x', 'bootstrap', 'js', 'node', 'js', 'strong', 'plus', '5', 'years', 'professional', 'experience', 'using', 'service', 'oriented', 'architectures', 'including', 'rest', 'services', 'web', 'services', 'design', 'patterns', 'mvvm', 'mvc34', 'web', 'api', 'windows', 'frameworks', 'wpf', 'wcf', 'windows', 'service', 'entity', 'framwork', '5', 'years', 'professional', 'experience', 'database', 'design', 'development', 'preferably', 'ms', 'ssis', 'etl', '5', 'plus', 'years', 'developing', 'external', 'facing', 'web', 'sites', 'used', 'ecommerce', 'experience', 'e', 'bay', 'api', 'dev', 'ops', 'tools', 'like', 'team', 'city', 'octopus', 'strong', 'plus', 'strong', 'working', 'knowledge', 'scrum', 'agile', 'methodology', 'requires', 'practical', 'understanding', 'continuous', 'integration', 'ci', 'process', 'best', 'practices', 'ability', 'effectively', 'communicate', 'others', 'levels', 'company', 'verbally', 'writing', 'ability', 'accurately', 'establish', 'length', 'difficulty', 'tasks', 'projects', 'set', 'reasonable', 'objectives', 'anticipate', 'adjust', 'problemsroadblocks', 'measure', 'results', 'goals', 'ability', 'perform', 'orchestrate', 'multiple', 'activities', 'simultaneously', 'ability', 'perform', 'special', 'assignments', 'requested', 'ability', 'coordinate', 'software', 'development', 'life', 'cycle', 'processes', 'cost', 'perspective', 'benefits', 'offer', 'best', 'snacks', 'valley', '10', 'days', 'vacation', 'pay', '5', 'days', 'sick', 'pay', 'per', 'year', '8', 'paid', 'holidays', '3', 'paid', 'floating', 'holidays', 'medical', 'dental', 'vision', 'coverage', 'unlimited', 'sick', 'time', '401k', 'retirement', 'plan', 'company', 'match', 'tuition', 'reimbursement', 'gym', 'reimbursement', 'please', 'contact', 'recruiting', 'team', 'information', 'utahjobspdsinccom']",Sr. Sofware Engineer,"['java', 'sql']",UT,https://www.indeed.com/rc/clk?jk=0715b8ff75774c1f&fccid=2e25f3358ccba1cf&vjs=3,Sofware Engineer
